transaction_type,timestamp,blockchain,service,hash,user,token_symbol,token_address,value
withdraw,1735021645000,ERC20,adastra,0x71e4c23d2d99d1829cc9e164f27117e1448dbca16a9f8781b3d5fbd570a4c466,0xceb60131c648503a402c235E9EdC1c3b1E4f3014,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,10.0
withdraw,1735021346000,ERC20,adastra,0xc9332d388a3b997cd4d529e3b7c60e0c73e0cfefb82df6af3c43c97e08ab99ee,0xceb60131c648503a402c235E9EdC1c3b1E4f3014,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3.0
withdraw,1735020961000,ERC20,adastra,0x43abd8af3c4fce478ac04901050b4553b0f7fd44930d0872131cd453c05710a7,0xceb60131c648503a402c235E9EdC1c3b1E4f3014,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,112.0
withdraw,1735019988000,ERC20,adastra,0xe89cf15f6888a9984d87b23c32210eec3e2cb0ffbaa8ff9330027b1c83d624eb,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,29.0
withdraw,1735019988000,ERC20,adastra,0x8240aff0b8091e6389d77a645030f49e7af0465388c9494bf699b1140ebec325,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,29.0
withdraw,1735019490000,ERC20,adastra,0x5b40a4f76d25e501d9077024fa0cd777d53af0e250588b3e83fe5dc2079c50bc,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6.0
withdraw,1735018904000,ERC20,adastra,0x2dde1848f252774c09554d7ff68cb034917104e05cc073309dad5363189d4d69,0x3048164eFD82136337d1b88eA42c46EB86eD6D6B,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,33.0
withdraw,1735018567000,ERC20,adastra,0xe1a89dca38891ec484d482e29f2a898eb8dc3aac6e3a322d0107a3cfa220d0b0,0x25306C31041bD3376d836788732FFdF763301BA7,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,34.0
withdraw,1735018567000,ERC20,adastra,0x1fb3b16b3afcc80c3ab1cfd56009ad437b8251c437005f4d733a8bcd827958e9,0x25306C31041bD3376d836788732FFdF763301BA7,USDC,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,34.0
deposit,1738237275948,ERC20,openhatch,0x5a575783189dbbcc0afdaa04af5640b230c7384950557550f35bd56b3a731d8264bd67182ca1e509c9ca538c9784f008f85a5bb63ac03280e2c0682aa76f9b291b,,USDT,USDT,10.0
deposit,1738237276170,ERC20,openhatch,0x7a64b1f47320070960c06e42864c093d8b1417ed5e72277478fbda64996c949d468cc4a2acb47712ffa925f6fc892f14992b824cd1a4be472531a6ec8aad240e1b,,USDT,USDT,11.0
deposit,1738237276835,ERC20,openhatch,0xb2ed0165ec422823973ce2ffbe6c7e4e79c868cf41bec17addfac6264248f90831cd6d47d0cebfb928d99dede819f51b0e2d5005c950a76e4af177b6a8d95d431b,,USDT,USDT,3.0
deposit,1738237277178,ERC20,openhatch,0xa2c5c32da6fb83ad18cb4277a193700fbd14f79516d08c7f3a93299ec597643a7b3545a8ee300e3bfc11617819df7c3de6407456a409e976d9446d0a07aec3061c,,USDT,USDT,10.0
deposit,1738237277853,ERC20,openhatch,0xa2c5c32da6fb83ad18cb4277a193700fbd14f79516d08c7f3a93299ec597643a7b3545a8ee300e3bfc11617819df7c3de6407456a409e976d9446d0a07aec3061c,,HEX,HEX,100.0
deposit,1738237278013,ERC20,openhatch,0xa2c5c32da6fb83ad18cb4277a193700fbd14f79516d08c7f3a93299ec597643a7b3545a8ee300e3bfc11617819df7c3de6407456a409e976d9446d0a07aec3061c,,M87,M87,150.0
deposit,1738237278156,ERC20,openhatch,0xa2c5c32da6fb83ad18cb4277a193700fbd14f79516d08c7f3a93299ec597643a7b3545a8ee300e3bfc11617819df7c3de6407456a409e976d9446d0a07aec3061c,,CULT,CULT,150.0
deposit,1738237278295,ERC20,openhatch,0xf2aa9d53343dbf1b43c9c6d84e6bdbd7f7de408a654f4d7355ee9dc5f1fdb4fd4f4d0217622ff76b4a0fdc0d00ca2565bf23dbbd628318a60ea1bbf12fa817671b,,USDT,USDT,57.0
deposit,1738237278954,ERC20,openhatch,0xf2aa9d53343dbf1b43c9c6d84e6bdbd7f7de408a654f4d7355ee9dc5f1fdb4fd4f4d0217622ff76b4a0fdc0d00ca2565bf23dbbd628318a60ea1bbf12fa817671b,,VERSE,VERSE,8700.0
deposit,1738237279218,ERC20,openhatch,0xf2aa9d53343dbf1b43c9c6d84e6bdbd7f7de408a654f4d7355ee9dc5f1fdb4fd4f4d0217622ff76b4a0fdc0d00ca2565bf23dbbd628318a60ea1bbf12fa817671b,,XEN,XEN,70000000.0
deposit,1738237279341,ERC20,openhatch,0x31e4dcf333080ff95a516e83a8ed1796e199749fd36317ffaf5cf57a3a7e653e15f437e61fc80b4f1e8ad003bdc5456248ad8282986c8898315020a2184436111c,,USDC,USDC,10.0
deposit,1738237279505,ERC20,openhatch,0x7f4764a679b9c3bee05e1b390d93652fbdabe3099b1b5e0c1fbff610657516876f34ccebce6cf4ecf7678ce59abbd341713ada09e08291686d391c2fc67a36241c,,USDT,USDT,100.0
deposit,1738237279670,ERC20,openhatch,0x242b2e20a594a607c4eff977f5ff8f25e00233c26e2d5ae61e1869af9245eb6668dad2fab8ea25b3fd8fb65243c868b82a4a8db594397c0e2d005036e05dcad81b,,USDC,USDC,20.0
deposit,1738237279832,ERC20,openhatch,0x7c872d535d0ff2fcc7cde477d31029c010f7243b3d64d1ba4c02c03b3e63763250223240dcdf1fbfe0df7910673ca6185e93c87488afd4e701dcec7a735fa59d1c,,M87,M87,100.0
deposit,1738237280091,ERC20,openhatch,0x7c872d535d0ff2fcc7cde477d31029c010f7243b3d64d1ba4c02c03b3e63763250223240dcdf1fbfe0df7910673ca6185e93c87488afd4e701dcec7a735fa59d1c,,HEX,HEX,20.0
deposit,1738237280220,ERC20,openhatch,0x72a4b1b231627e5360cdaf1e9cd89e77c854932e0db6d9ba8f1ff73678c82b6c152b7e1582b50aa32e30d4377f2294465a23fa61d0524c1c79c048d9fcce28451c,,M87,M87,1500.0
deposit,1738237280438,ERC20,openhatch,0x83606da54513a68f1c77c13cf3c843c04cd1f55923b3e98f1a1c89e63b55faac29319d815c9357f218a014ea366a0563a907fc6b981d7f3d16709ad1624dc77e1c,,USDT,USDT,100.0
withdraw,1738237408575,ERC20,openhatch,0xa206bd2cf13d44f8a4e2f7081109a70bec6d5c121d46e92477d735b08d0c4074,,USDT,USDT,10.0
withdraw,1738237408713,ERC20,openhatch,0x7ce87f4db68c216893d4682801b495b27b77739fd06b7e4d0c610631756ae267,,USDT,USDT,10.0
withdraw,1738237408850,ERC20,openhatch,0xb042cd51264d64215162c36d02f63bd0b2959e58a8538f6c856bc18e0993e64f,,HEX,HEX,100.0
withdraw,1738237408994,ERC20,openhatch,0x4b238a17aa98066743a8e106fd6ef4640406be08262366086111ba16003cd306,,M87,M87,150.0
withdraw,1738237409122,ERC20,openhatch,0x4e49910ffa4b237bc1eb2c2eb25214deb1c662f31018ace14757548c1bb93304,,CULT,CULT,150.0
withdraw,1738237409255,ERC20,openhatch,0x923296daaa558ca37c41b1e5a218fa569a5cdc6ba61c9fcf502333ed03130fa9,,USDT,USDT,57.0
withdraw,1738237409381,ERC20,openhatch,0x2a90933f81850649014ff60656f73c7c2271b53eb97123672fc375ee4dc955ce,,USDT,USDT,74.0
withdraw,1738237409628,ERC20,openhatch,0x5d7d26d25c6df2298cab352bb041988f3abfaa1ae6bdd99d5a6b160216e4509a,,USDT,USDT,61.0
withdraw,1738237409837,ERC20,openhatch,0x3c73bc2e590726ecd07f41c06b379e681403b9ceed1acfd306bd42ee31d7903b,,VERSE,VERSE,2000.0
withdraw,1738237410063,ERC20,openhatch,0x9c4ab9968191cc79d0d4df707d5442979250ea4453a7148b06014994fa52ec69,,VERSE,VERSE,6700.0
withdraw,1738237410259,ERC20,openhatch,0x2f64d69ba4bc1161a7443adaa69fca7324e7f441bce554d3ed3b107454ee7215,,USDC,USDC,10.0
withdraw,1738237410382,ERC20,openhatch,0xde38699ba97a22d3f0a0fb1e4e15fdccd35b295c9b129054920868a7797d87e7,,USDT,USDT,100.0
withdraw,1738237410533,ERC20,openhatch,0x1d0b8703f33d5db4f0c40a2a547d2cacb4e3843d858bcb2d60c5dde90db74828,,USDT,USDT,100.0
withdraw,1738237410729,ERC20,openhatch,0x024c247ae3acf4a7501d86e44974bbcb8394d60bdc538568366aadc69104c749,,HEX,HEX,10.0
withdraw,1738237410874,ERC20,openhatch,0xa1f4446b17b00b589fa14508bdab8812e2feab849ddd8ba1bac6134321593d9b,,HEX,HEX,10.0
withdraw,1738237411011,ERC20,openhatch,0xcd8f5a58ad00f5878f23c6121a4ef1058f9b7d7e3d6cf8c74a2a1ae7bd02f2ee,,M87,M87,1500.0
withdraw,1738237411161,ERC20,openhatch,0xdbbbe4bc115cce65d808e7f310e1381dbd4fc9286c3629cc388af06a56f1553f,,USDT,USDT,50.0
withdraw,1738237411285,ERC20,openhatch,0xe4862a2efb2079b50b98752fa0ef57c97268b2b15a130a8a28001712abad55d6,,USDT,USDT,25.0
withdraw,1738237411432,ERC20,openhatch,0xbb7ea5f061fa264dd062a110e3fcc4545795a70ea3e2147b14c42d5a52a08299,,USDT,USDT,25.0
deposit,1731614067774,ERC20,p2p,0xe6617724b437483f50c76fe0206288881ee2538defac15b5d57eddadf3ae2f2b,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,ETH,,0.001
deposit,1731615057608,ERC20,p2p,0xe086b9f634811411f52e8a07aea77366f21ff64125902c42681d125fbffdbb0e,0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,90.0
deposit,1731617698366,ERC20,p2p,0x3d7668f06a65fa98ce7873a96d6ad62b4e0177836f47b4e42aaa8450306b79c0,0xe1E7913E08cD1B7DEA896FfF676F83dbB773B8fD,ETH,,0.001
deposit,1731617927076,ERC20,p2p,0x32e7656c0aaddba449939fdee4a6d9e9ef3268f82284e369aa55a8b6fd9fb6a5,0xe1E7913E08cD1B7DEA896FfF676F83dbB773B8fD,ETH,,0.1
deposit,1731620824636,ERC20,p2p,0x40c4a480fd13efdf1a1d4a8cb2796e2e132e7c3552c34e420d508e05620eb6a2,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,270.0
deposit,1731621366823,ERC20,p2p,0x178c87996dcdedfd1c56787f4d8d42c8dce5df5d029ea45e93e1b800173884da,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,5000000.0
deposit,1731621657493,ERC20,p2p,0xded5c6a0f521740a6031b4f2dd4f02f557045909cc808bdc0d2738b12132fb7c,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,141.0
deposit,1731621784230,ERC20,p2p,0xb943a2970e30987d4e992d0760042dfbbbcbe324baffce0c324e860ad05c4733,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,200000000.0
deposit,1731623571498,ERC20,p2p,0xdd6532c802de0b2207428cee9ab2d9c4e9922a4a69b5d3c020c7fea1e77f8fdb,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
withdraw,1731626028938,ERC20,p2p,0x516d6c641413edc6abcfffc2a72a580ffb1687eeb3ea5e9d5532e939653d8638,0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,200000000.0
deposit,1731629092870,ERC20,p2p,0xcd432b7a143bda6a7d68ecd526a3bee0d649aeeb90a191be32c5e79124fe5552,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731644886219,ERC20,p2p,0x7fba4208db3ed5e007d8fba0034d5c73687aeab32d519adfaf941c80e08d2709,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,ETH,,0.001
deposit,1731646127404,ERC20,p2p,0xe851cd8f9d67ecb05dd7f4d1e73a4d6882efe5565c29420412dcc207d6638d49,0x40EB8F0a989afB107f8d6727928fB94C0090a86c,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,50000.0
withdraw,1731646319182,ERC20,p2p,0xf13155dbc4d76913762001b53608c7058d87088627541b5216f086e2397aefb4,0x40EB8F0a989afB107f8d6727928fB94C0090a86c,ETH,,0.001
deposit,1731647911509,ERC20,p2p,0x8e0e9fecbd70bbb26d6a36cc9c7654d9fe0e111ade320c6f7d9e36b6104958d6,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,3.0
withdraw,1731647979445,ERC20,p2p,0xb1551d83a7f1513a3e72e71781228c935173030627584a89f05d50e1206f9e1a,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,6666666.666666666
deposit,1731648275651,ERC20,p2p,0x2a2e0eb96137b9e786936c0cd1f9565edf47525706bb4409d86783202891c442,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,6000000.0
deposit,1731648412665,ERC20,p2p,0xd09f33ca04611b4775b7f8b2cf5873e71cc64a9e3761f60dd15dab37a754872f,0xe1E7913E08cD1B7DEA896FfF676F83dbB773B8fD,ETH,,0.00026
withdraw,1731648475220,ERC20,p2p,0xcba5b405689aa34e035d585a2e776f05fc3e375ff563ffbb3e556f0231737df1,0xe1E7913E08cD1B7DEA896FfF676F83dbB773B8fD,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1559999.9999999998
deposit,1731673870376,ERC20,p2p,0x4883014bd7e0aaca31476f34783a3a801716f58a91b49978218152a7050d7cfc,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,ETH,,0.001
deposit,1731676691757,ERC20,p2p,0xeaddabc21d447d6a4b17f6e7413f02a2d9ca326ba92ce5e153c5782179556c7c,0x7230CdF9c76976E88271a5ba41961240c0C157Aa,ETH,,0.001
deposit,1731686286353,ERC20,p2p,0xd89f70dc50f3bec5708c1712b3ab59df717fc29fc3616bc0f0204aa5d580d70f,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
withdraw,1731700529850,ERC20,p2p,0x4687c9f35deaaa87828afe474232bc342eea2386df864eae4d2371d8c5e0cc4d,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,90.0
deposit,1731708047911,ERC20,p2p,0xf8fa040c51b00039445a5d6b428501d469c6bc863b18a03f69a05ea99591ad3d,0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,58.0
deposit,1731746803549,ERC20,p2p,0x7b5cbcae1f515e67d6477d38c0a205f1185fc0027fb60ee86e3b1c026df99a0b,0xe1E7913E08cD1B7DEA896FfF676F83dbB773B8fD,ETH,,0.0119
deposit,1731747001556,ERC20,p2p,0x3edc346a7691ac09216d81dd2760300c3821b8848910aae9b35a327934a6e6bc,0x3358B21f8016732e79D588bC2A8D2f4162778F6c,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450.0
deposit,1731747197528,ERC20,p2p,0x05fc6311b72f430d066c626d2b41fa5b8ca93068bb2e2bb16016881b41a8758c,0x3358B21f8016732e79D588bC2A8D2f4162778F6c,ETH,,0.13653
deposit,1731747977642,ERC20,p2p,0xe90233d0537ede4d04567aed747eb8adce69e625094a945d7381f0c7e9bcbfff,0xe1E7913E08cD1B7DEA896FfF676F83dbB773B8fD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,25.0
deposit,1731748168846,ERC20,p2p,0xf50c7da85893b02b0b6e816d0c9290a8143ec98abe21a6675d0c8910859ec921,0x40EB8F0a989afB107f8d6727928fB94C0090a86c,ZIG,0xb2617246d0c6c0087f18703d576831899ca94f01,233.0
deposit,1731749708009,ERC20,p2p,0xfbd517663451c46451734b2a2eedceef800cd076bf254b6b45417abecff787bc,0x40EB8F0a989afB107f8d6727928fB94C0090a86c,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,30.0
withdraw,1731768709473,ERC20,p2p,0xd37e0255097694bb25bb1279e231ee444bb90731f7b4ab10735f9148c8f140d8,0x3358B21f8016732e79D588bC2A8D2f4162778F6c,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,12000000000.0
deposit,1731770024082,ERC20,p2p,0xae45cb0e7f46129b529d655931751222a15c57420755a6081955630ecfe9a63f,0xC105729E5c85DE7df03e55856f371e8E7eCE096A,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,300.0
withdraw,1731770246205,ERC20,p2p,0x650c367ac74f9d61733cb3924e4b82b694ee6935337481c7c0ac32d090a72ec4,0xC105729E5c85DE7df03e55856f371e8E7eCE096A,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,666666666.6666666
withdraw,1731770873369,ERC20,p2p,0x857d985d379e57216a7c4bbc8758a51727205976954bec73412f969308f761ed,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,300.0
withdraw,1731770943571,ERC20,p2p,0x98e3011cbb40cecc49b4f235413ef944366e180e818bf7b232e2004738d8fd7c,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,ETH,,0.13653
withdraw,1731771003697,ERC20,p2p,0x81e3d953700893e89fa6028c35cf71dc2d23c0d777a85e5d1d5eb49469e8f1b5,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,5000.0
withdraw,1731771055227,ERC20,p2p,0x84f301782ee196c90ccc7357169d348baf6e25e588f61b632df9f7eeb6851f22,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,450.0
deposit,1731776406187,ERC20,p2p,0x9dcc1c039eb61c87dff99205e1275a07cb79e97583bc4393b82b36fd38dccc35,0x98eaeA37c5ec6fdA773891f23385080095F16985,ETH,,0.00074
withdraw,1731786830577,ERC20,p2p,0xcb1318688097d142708db10ec9a09825ce2a6c4dabaa2edfe114714ed011551c,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,ETH,,0.0119
deposit,1731795819177,ERC20,p2p,0xf95bf5979688e29a753a8a585c575bb007e3ffbeaf188138b970747060717862,0xDb716c3a98D3C478df4375C5f9e1cb7d95faEB53,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,92.0
withdraw,1731795923168,ERC20,p2p,0xeb439d0f1ea2c82d2df120a4a722b1491ccf76e4ff520fadfb94172cbcabc26a,0xDb716c3a98D3C478df4375C5f9e1cb7d95faEB53,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,204444444.44444442
deposit,1731802144304,ERC20,p2p,0x447c02055c37af7321370181488b91d2147c2c8faaf784fdb667d327a1d5e634,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
withdraw,1731804365019,ERC20,p2p,0x73e009fb6bcea39eb3d8d1f5c81f79dedb65d06997551e424dbfd7a7f90a9adc,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,92.0
withdraw,1731804414537,ERC20,p2p,0x8001db82e5085996e60d7ae5136d39f330af39a2c630823702f925bafe01fed0,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,30.0
withdraw,1731804462596,ERC20,p2p,0xc453212098c5c571a81f814b10c4efe1441c2676879d1ab8a466140d1d164652,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,25.0
deposit,1731813138604,ERC20,p2p,0xaf558626f96459e78ff5b797684ff07cbc47c5a03ce88a305c868da97e2f6c67,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731860088279,ERC20,p2p,0x647f7cf2002c3984ab63e53fc207bd4e6bc3539ccee788ca65d1271f1c518701,0xDb716c3a98D3C478df4375C5f9e1cb7d95faEB53,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,393.0
withdraw,1731860138013,ERC20,p2p,0x98e02a7f75b757ae8fb22f2b71061ee3b4d64016b487e5c41298a5993aa06884,0xDb716c3a98D3C478df4375C5f9e1cb7d95faEB53,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,462352941.17647064
deposit,1731861281185,ERC20,p2p,0x3441261e4b2b7a72a3f201a60a1191450c5417f33375f7a7c9267a814fbc7946,0xDb716c3a98D3C478df4375C5f9e1cb7d95faEB53,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,457.0
withdraw,1731861329999,ERC20,p2p,0xe02ba86399a9f241d1e450ee245c42b1b0c64ba032da7419a47d14dc14f3aa30,0xDb716c3a98D3C478df4375C5f9e1cb7d95faEB53,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,537647058.8235295
deposit,1731862590935,ERC20,p2p,0x74c78fd72f22139772955d6a4089b0d6b0b98a9251faa5b84d334bf9a0aec226,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731863539230,ERC20,p2p,0x75aaf31bf6d680b87ea4188eb96f83e02ad6c610000352807bdfdce956c052d1,0xA800a1CaCEb675dA02a9b473CB7D518d7Dc69BED,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,41.0
withdraw,1731863807403,ERC20,p2p,0x8518fb8ac78d152aef9d4be4f2e9170fa02651894c789a8c506866dde6950b44,0xA800a1CaCEb675dA02a9b473CB7D518d7Dc69BED,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,34166666.66666667
withdraw,1731872129126,ERC20,p2p,0x47650f748dc373d361360b6b71139e26f787ff63dc290d99c7774b222b736be3,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,457.0
withdraw,1731872179437,ERC20,p2p,0x604b7bff85f09c32ac0075e2ce85fc41257eefc0197356a01472d5f133c1e051,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,393.0
withdraw,1731872226003,ERC20,p2p,0x820041c05537a5dabf4cf5a3de3ce04e001afce92b7c3dbb2535a2f56161d930,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,41.0
withdraw,1731881172590,ERC20,p2p,0x5fb65c99cd65777a04b09bba2805f1d172191dedc1809267a4a8d565a6402b5c,0x3358B21f8016732e79D588bC2A8D2f4162778F6c,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,919827528.127737
withdraw,1731881212208,ERC20,p2p,0xbbe44aa5c93c81b9a6aa8366c030baee8821e8c66866a42c1740ee760ca93d7f,0x3358B21f8016732e79D588bC2A8D2f4162778F6c,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,999999999.9999999
withdraw,1731882526698,ERC20,p2p,0x96223333e1005d6a6899ac7030cf60de49b5ba8f677c57b960e59b3c80f87bc3,0x98eaeA37c5ec6fdA773891f23385080095F16985,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,4440000.0
deposit,1731899662576,ERC20,p2p,0xa7aac8b14bf72830291d2d5e5646253303ee198557d00cc9cc225ec57b58352c,0x1B69c4A788aD8f940e624341AB45c731D01190De,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,1159.0
withdraw,1731899718697,ERC20,p2p,0x5df372889c690e014374967b7566c2cbd694acc82c12ee32ba3bdad68c2b3bdc,0x1B69c4A788aD8f940e624341AB45c731D01190De,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,965833333.3333334
withdraw,1731906378841,ERC20,p2p,0x1c649d1b8e1f5b0ee08f42685e81841296023502b4833675a12f4358816e1bc4,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,1159.0
deposit,1731935287399,ERC20,p2p,0xbfda11d846adf15ccbc1db2927d2b59b3cb22d52d43706acf959112ce11fa4ba,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731943902330,ERC20,p2p,0x4175a85796f4a38cf749247b1a8eca823f945b55bc0b7f2222ebe7bede54302c,0x02278E7633343e04c831E889E042C479Bc2BDebC,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,10000000.0
deposit,1731945024075,ERC20,p2p,0x4d6063d3cbc87519598f7b41374ace49f8ace86580a04767536a035d14a1d8df,0x39e0D379A9A03079914933D9917007F8C3B44a75,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,1600.0
withdraw,1731945377380,ERC20,p2p,0x971f14c2c067ee515426046f0331726fe6853b45a3ac08eb6abf780c8232df5d,0x39e0D379A9A03079914933D9917007F8C3B44a75,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731946023745,ERC20,p2p,0xadd21a8b3054a4b624172eba8ea8c7721ad01e1189fb26f9bfe961c9bcd0afe2,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731946290960,ERC20,p2p,0x6230f2d6c2f9897106ac75cdeda8e1c28a43e932c805b28b7527aeea46a92e06,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731947401123,ERC20,p2p,0xcc6ecb472b6bb6daaad39da07f47e19cda4f96b6d819c2146db7f3b33b38f562,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,1000000000.0
deposit,1731965202684,ERC20,p2p,0x4167f3179df4995dcdd4c0187c9b03ded3726920a6eb2cb5e6a4879992f182f4,0x67A9Ad9cA3935c3EB153464223497778B961f1e4,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,100000000.0
deposit,1731996185850,ERC20,p2p,0x9564290bac8a19477236325309c339de6524215b3942f14a21ea6b2eb5b9d8c2,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,500000000.0
deposit,1731996593881,ERC20,p2p,0x17da9570866632ac88b8fb8ffc825ee406c22484dd6573c7b30fc20a99b84f1d,0xD5e02ac449970959CEb7E91437afdC01F446c5e3,$CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,500000000.0
deposit,1732006842288,ERC20,p2p,0xe1953b7a0c1466c2d8be127e388a64c3e9e63825c58828f5923a302eb23f7c9c,0xA76955f783B06BAa4B96B9fbd92dbEb3Ac5F4D20,ETH,,0.005
